id,price_usd
2266574,2125611.25
2266587,2113483.125
2266597,576418.333333333
2266599,688852.083333333
2266602,1584375
2266603,1584375
2266604,1584375
2266605,1584375
2266654,1885186.25
2266658,2109016.25
2266664,2330414.6875
2266673,2531068.75
2266688,1886593.75
2266699,1928218.75
2266700,834700
2266701,2180641.875
2266702,2180641.875
2266710,2287216.66666667
2266712,126773.75
2266717,2107781.25
2266722,2107781.25
2266723,2462201.5625
2266729,751650
2266730,820718.125
2266731,684120.614285714
2266732,2462201.5625
2266733,2462201.5625
2266734,920986.430119048
2266735,2462201.5625
2266736,2462201.5625
2266737,1676487.5
2266739,2462201.5625
2266740,2462201.5625
2266741,2462201.5625
2266742,611783.114285714
2266743,2462201.5625
2266744,126773.75
2266748,640256.25
2266749,743515.985833333
2266775,137482.45
2266781,430862.083333333
2266783,2109861.25
2266784,137482.45
2266793,144220
2266795,704068.75
2266802,568230.833333333
2266805,568230.833333333
2266816,546662.5
2266826,640531.25
2266835,554187.5
2266836,732230.625
2266838,732387.5
2266839,692425
2266845,753618.75
2266848,640068.75
2266851,704568.75
2266856,844787.5
2266857,147600.833333333
2266863,728106.004583333
2266865,570162.5
2266888,2091033.52916667
2266889,106422.5
2266893,475745.833333333
2266898,788468.266785714
2266918,126773.75
2266924,441547.083333333
2266945,640256.25
2266947,753956.25
2267013,2125962.21071429
2267025,570162.5
2267031,142160.098214286
2267032,142160.098214286
2267033,142160.098214286
2267034,142160.098214286
2267049,210651.2
2267051,210651.2
2267067,2100487.13854167
2267073,820718.125
2267074,133461.25
2267075,2113363.75
2267076,1870864.58333333
2267086,651105.833333333
2267097,692325
2267100,399741.666666667
2267105,2107242.76314484
2267108,106422.5
2267109,115421.25
2267129,133079.375
2267140,117831.875
2267141,117831.875
2267142,2102480.625
2267143,2102480.625
2267144,123871.25
2267145,123871.25
2267146,123871.25
2267147,688852.083333333
2267148,2091033.52916667
2267149,106601.304166667
2267156,1687925
2267168,2153327.08333333
2267169,126004.331894841
2267178,1881531.25
2267180,576418.333333333
2267181,650450
2267185,575455.833333333
2267198,93136.0600198413
2267200,126335.81875
2267207,475908.333333333
2267210,2108506.07142857
2267213,1715425
2267217,395327.916666667
2267222,858365.815833333
2267229,392299.583333333
2267237,2248248.75
2267238,129620
2267239,704568.75
2267251,142420.833333333
2267255,142420.833333333
2267257,137482.45
2267259,745887.5
2267260,688358.7
2267261,146725.833333333
2267262,129418.75
2267264,652168.333333333
2267302,579855.833333333
2267306,398991.666666667
2267307,401866.666666667
2267308,401866.666666667
2267311,510605.833333333
2267312,333552.083333333
2267315,683606.25
2267316,333552.083333333
2267318,230473.64578373
2267319,760512.5
2267321,227322.529761905
2267323,227322.529761905
2267324,227322.529761905
2267325,227322.529761905
2267326,148742.5
2267332,893490.815833333
2267333,552368.333333333
2267334,216473.75
2267336,216473.75
2267337,216473.75
2267338,828868.125
2267339,328799.583333333
2267341,113956.216666667
2267342,121546.921969697
2267344,743515.985833333
2267345,579455.833333333
2267348,1817352.67857143
2267349,474433.333333333
2267350,768105.379583333
2267365,328412.083333333
2267366,137482.45
2267367,671043.75
2267371,473855.833333333
2267372,578605.833333333
2267373,551993.333333333
2267376,731637.5
2267386,844740.625
2267475,125314.166666667
2267480,2178622.29955357
2267487,1876843.75
2267488,2071656.25
2267489,973287.5
2267504,687227.083333333
2267515,123399.041510226
2267516,124750.1125
2267517,126773.75
2267518,641593.75
2267519,641593.75
2267520,128467.5
2267521,131619.375
2267522,131619.375
2267523,143075.625
2267524,2465500
2267525,2104526.875
2267527,579455.833333333
2267528,87272.3333333333
2267529,133079.375
2267530,323549.583333333
2267533,140792.5
2267544,140605
2267546,781518.75
2267547,130905
2267551,704568.75
2267552,576418.333333333
2267602,187705.783333333
2267603,745887.5
2267605,130312.566510226
2267608,129256.875
2267609,243577.45
2267612,920986.430119048
2267614,858365.815833333
2267621,920986.430119048
2267623,653518.75
2267624,857990.815833333
2267627,742890.985833333
2267628,857990.815833333
2267629,640531.25
2267632,623430.625
2267633,857990.815833333
2267634,857990.815833333
2267635,857990.815833333
2267636,857990.815833333
2267637,920986.430119048
2267638,893490.815833333
2267646,395327.916666667
2267653,572418.333333333
2267654,132292.5
2267657,714191.004583333
2267668,144220
2267670,736731.004583333
2267671,1886093.75
2267672,625527.083333333
2267673,687227.083333333
2267674,696643.75
2267675,579955.833333333
2267677,654780.833333333
2267693,744181.25
2267694,774030.379583333
2267696,654168.75
2267705,103765.975
2267711,399741.666666667
2267712,132292.5
2267731,131619.375
2267792,585008.114285714
2267800,551993.333333333
2267821,719856.004583333
2267839,187705.783333333
2267840,140785
2267900,640531.25
2267908,152197.529761905
2267928,640068.75
2267932,120123.032291667
2267934,133461.25
2267936,731637.5
2267943,858365.815833333
2267946,857990.815833333
2267947,86779.8333333333
2267951,857990.815833333
2267953,231300
2267958,812062.5
2267960,124013.75
2267964,637875
2267978,640531.25
2267981,359337.5
2267982,973287.5
2267985,137482.45
2267994,760143.75
2268002,687227.083333333
2268003,704068.75
2268005,118777.975
2268029,732230.625
2268036,751650
2268045,755640.985833333
2268050,129418.75
2268051,637875
2268052,471137.5
2268053,123253.416510226
2268055,140605
2268059,654168.75
2268091,128092.5
2268145,112993.716666667
2268150,112096.930952381
2268158,872596.846785714
2268159,2338656.25
2268160,692325
2268161,760143.75
2268170,434785
2268189,690636.875
2268193,966362.5
2268201,2078793.09375
2268204,857990.815833333
2268208,127640.01875
2268218,359337.5
2268221,359337.5
2268224,359337.5
2268227,123958.75
2268231,2594093.75
2268234,750030.625
2268237,570125
2268240,749530.785535714
2268244,189110.089583333
2268248,359337.5
2268254,2116048.57142857
2268267,420200
2268270,1438408.33333333
2268273,2256440.41666667
2268284,2040748.75
2268286,1034412.5
2268294,128273.26875
2268295,781518.75
2268297,128273.26875
2268300,743515.985833333
2268301,130905
2268303,475745.833333333
2268305,920986.430119048
2268307,2256440.41666667
2268309,781518.75
2268312,732230.625
2268315,399741.666666667
2268317,899278.096785714
2268318,470933.333333333
2268325,606720.614285714
2268327,797894.9825
2268329,871374.9875
2268332,806812.49375
2268333,641593.75
2268338,109958.68125
2268340,918278.096785714
2268343,763730.379583333
2268345,692918.125
2268347,692918.125
2268351,827230.625
2268355,780718.266785714
2268357,1676487.5
2268359,1907602.67857143
2268367,328302.083333333
2268372,751650
2268374,751650
2268376,751650
2268381,424100
2268386,2075161.84375
2268390,2203000
2268392,131384.9125
2268395,780718.266785714
2268399,918278.096785714
2268406,692237.5
2268408,688015.985833333
2268413,828275
2268419,607220.614285714
2268425,2331164.6875
2268429,807572.452202381
2268432,1026733.33333333
2268437,751650
2268439,2529318.75
2268441,2529318.75
2268449,973880.625
2268453,920986.430119048
2268455,830673.910535714
2268474,999295.833333333
2268475,108402.14375
2268479,780093.266785714
2268483,2532162.5
2268485,974695.833333333
2268491,941849.107142857
2268497,2754662.5
2268505,2771575
2268508,2078953.56001984
2268511,2321758.4375
2268517,133204.63125
2268519,133204.63125
2268521,746480.625
2268529,110377.525
2268531,110377.525
2268533,111461.275
2268535,857979.166666667
2268537,2110116.25
2268541,401947.5
2268543,554187.5
2268545,554187.5
2268546,111523.775
2268548,2408383.4375
2268550,871171.846785714
2268553,2078741.06001984
2268567,2621468.75
2268569,1809195.17857143
2268573,751650
2268582,2424508.4375
2268587,740843.266785714
2268591,2122514.42981151
2268593,2074518.09375
2268597,2122514.42981151
2268599,2122514.42981151
2268601,2075161.84375
2268603,2075161.84375
2268605,2075161.84375
2268607,2075161.84375
2268609,2075161.84375
2268612,2075161.84375
2268614,1475412.5
2268616,2594093.75
2268622,2080967.5
2268624,2078033.71875
2268626,128754.2
2268628,1808811.01190476
2268629,1808811.01190476
2268631,780718.266785714
2268635,525212.5
2268640,2188485.625
2268642,2133812.5
2268650,436712.5
2268652,2496068.75
2268656,2532162.5
2268662,848604.166666667
2268664,429210
2268666,429210
2268668,2075531.36220238
2268670,110377.525
2268676,570125
2268684,773249.99375
2268690,2661525
2268692,189110.089583333
2268696,103185.73125
2268698,105566.90625
2268700,107373.10625
2268702,107373.10625
2268704,108469.33125
2268706,2123695.83397817
2268708,107373.10625
2268710,107373.10625
2268712,107373.10625
2268714,761105.625
2268716,187705.783333333
2268717,187705.783333333
2268719,187705.783333333
2268722,177336.616666667
2268724,689111.875
2268735,2075531.36220238
2268737,693018.125
2268739,807572.452202381
2268741,807572.452202381
2268749,146725.833333333
2268751,2086885.56003788
2268754,585008.114285714
2268756,2529318.75
2268763,149798.59375
2268765,359337.5
2268769,2099869.51420455
2268771,1905320.17857143
2268779,613283.108035714
2268783,551993.333333333
2268785,551993.333333333
2268787,780718.266785714
2268789,941849.107142857
2268797,539962.5
2268801,971962.5
2268803,188180.783333333
2268807,918278.096785714
2268809,920986.430119048
2268815,1475412.5
2268836,1909383.92857143
2268838,746480.625
2268842,920986.430119048
2268852,2099869.51420455
2268873,692425
2268889,751650
2268892,437087.5
2268895,2462201.5625
2268897,2382520.83333333
2268905,471137.5
2268908,692237.5
2268912,570125
2268919,724343.266785714
2268925,106422.5
2268935,2079613.26420455
2268947,149798.59375
2268951,2328758.4375
2268975,830673.910535714
2268977,780718.266785714
2268983,1034412.5
2268997,1908883.92857143
2269000,990962.5
2269002,508937.5
2269005,359337.5
2269007,752800
2269009,871171.846785714
2269017,471137.5
2269023,149798.59375
2269029,973880.625
2269035,807572.452202381
2269037,683143.75
2269041,791197.452202381
2269045,2239912.5
2269055,126335.81875
2269057,1797695.17857143
2269067,806249.99375
2269069,780718.266785714
2269075,423725
2269077,436712.5
2269081,1900476.42857143
2269094,2123695.83397817
2269102,2078953.56001984
2269110,2122514.42981151
2269116,624314.583333333
2269122,2102201.64375
2269129,148283.125
2269155,125314.747083333
2269172,115421.25
2269176,128484.166666667
2269179,133251.25
2269180,627152.083333333
2269181,323643.333333333
2269185,753831.25
2269187,641593.75
2269193,133818.75
2269197,128484.166666667
2269203,137027.946428571
2269205,753831.25
2269206,229523.333333333
2269210,857990.815833333
2269211,2330664.6875
2269215,137027.946428571
2269216,781518.75
2269237,139758.333333333
2269238,653518.75
2269240,137027.946428571
2269257,641593.75
2269278,312989.583333333
2269302,647777.083333333
2269304,111523.775
2269314,147600.833333333
2269315,118509.481547619
2269325,114140.8375
2269326,123679.76875
2269338,123679.76875
2269361,670243.75
2269380,703640.985833333
2269386,129256.875
2269392,2256440.41666667
2269403,1715425
2269424,687227.083333333
2269430,640256.25
2269432,133930
2269437,2161920
2269438,140605
2269450,2111961.25
2269457,2111961.25
2269459,973880.625
2269462,504480.833333333
2269463,147600.833333333
2269464,130312.566510226
2269470,231300
2269483,133930
2269535,1876843.75
2269542,137027.946428571
2269549,128092.5
2269640,137027.946428571
2269641,836908.333333333
2269696,666068.75
2269715,1641737.5
2269722,1676487.5
2269758,796478.315833333
2269761,106422.5
2269762,121765.671969697
2269763,625527.083333333
2269794,683143.75
2269795,871171.846785714
2269800,134342.5
2270115,1881531.25
2270126,146725.833333333
2270130,504480.833333333
2270131,641593.75
2270139,473855.833333333
2270165,130166.941510226
2270166,142160.098214286
2270167,121020
2270209,796478.315833333
2270216,704068.75
2270219,130373.75
2270226,677756.25
2270227,641593.75
2270232,1808811.01190476
2270235,549230.833333333
2270243,121020
2270246,129989.375
2270248,728106.004583333
2270260,147600.833333333
2270276,501343.333333333
2270280,471918.333333333
2270290,781518.75
2270317,143792.5
2270326,684081.25
2270337,121546.921969697
2270351,745897.67125
2270358,670243.75
2270363,820718.125
2270373,472993.333333333
2270386,103765.975
2270387,552805.833333333
2270414,796478.315833333
2270416,97873.225
2270417,754487.5
2270424,129620
2270426,323549.583333333
2270436,973880.625
2270439,551993.333333333
2270454,671043.75
2270455,232745.833333333
2270457,681039.583333333
2270458,760143.75
2270463,2330968.75
2270464,1881531.25
2270465,1661625
2270491,130905
2270516,704068.75
2270518,760143.75
2270524,692237.5
2270526,641593.75
2270528,637875
2270539,882880.625
2270543,471918.333333333
2270546,745897.67125
2270549,119646.05
2270550,471918.333333333
2270552,836282.4825
2270556,623507.1
2270565,146725.833333333
2270568,654168.75
2270578,472993.333333333
2270588,1661625
2270589,596705.833333333
2270596,1676487.5
2270597,684120.614285714
2270598,692918.125
2270601,827230.625
2270604,149496.875
2270607,607220.614285714
2270722,137027.946428571
2270746,130905
2270749,956486.430119048
2270750,807572.452202381
2270752,693018.125
2270765,137027.946428571
2270769,101357.616666667
2270770,86629.8333333334
2270800,588933.333333333
2270815,751856.004583333
2270816,736731.004583333
2270824,146725.833333333
2270825,128706.25
2270830,871171.846785714
2270851,827230.625
2270863,827230.625
2270871,129884.809583333
2270874,226332.880833333
2270937,466494.583333333
2270939,143792.5
2270940,637875
2270941,638189.95
2270942,780718.266785714
2270947,323549.583333333
2270949,836282.4825
2270958,1882343.75
2270964,189395.45203373
2270968,137027.946428571
2270969,141623.735714286
2271002,651105.833333333
2271005,137482.45
2271016,684120.614285714
2271017,127581.097916667
2271022,640531.25
2271027,1641737.5
2271028,147600.833333333
2271034,671043.75
2271035,123399.041510226
2271038,123399.041510226
2271062,123399.041510226
2271064,469008.333333333
2271065,2118967.5
2271071,576418.333333333
2271072,126004.331894841
2271075,137482.45
2271078,2134475.46095103
2271085,2286591.66666667
2271117,2196389.58333333
2271119,459008.333333333
2271121,129942.6125
2271124,401866.666666667
2271136,508937.5
2271137,118744.375
2271138,118744.375
2271139,120056.46875
2271140,120393.96875
2271141,120056.46875
2271142,2532162.5
2271143,2532162.5
2271144,2532162.5
2271145,2532162.5
2271146,2532162.5
2271164,115421.25
2271167,652168.333333333
2271187,229082.5
2271193,210651.2
2271201,138269.95
2271205,221350.183333333
2271210,142420.833333333
2271211,142420.833333333
2271212,497870.833333333
2271213,681039.583333333
2271218,753618.75
2271221,125314.166666667
2271223,760143.75
2271233,827443.125
2271234,359337.5
2271235,359337.5
2271236,688143.75
2271238,579268.327083333
2271248,736731.004583333
2271255,135471.315922619
2271257,135471.315922619
2271258,640406.25
2271261,131619.375
2271268,131810
2271283,132292.5
2271287,678356.25
2271293,146725.833333333
2271302,637875
2271310,125314.747083333
2271311,670243.75
2271313,137027.946428571
2271317,129256.875
2271319,524450
2271320,871171.846785714
2271325,129990.45
2271328,125693.125
2271338,89592.1833333333
2271339,89592.1833333333
2271344,2108541.66666667
2271345,1907602.67857143
2271347,804644.9825
2271349,125314.166666667
2271351,526625
2271358,137461.25
2271362,2495993.75
2271363,551993.333333333
2271368,140605
2271376,124750.1125
2271377,236777.946428571
2271379,683606.25
2271380,459008.333333333
2271383,572418.333333333
2271389,760143.75
2271395,641593.75
2271398,279633.7
2271401,728272.67125
2271407,1788781.25
2271409,1035005.625
2271411,858365.815833333
2271414,132292.5
2271415,146725.833333333
2271416,760143.75
2271419,359337.5
2271421,820718.125
2271422,131619.375
2271427,106601.304166667
2271448,469008.333333333
2271450,121700.384469697
2271454,743487.5
2271460,469008.333333333
2271462,1886093.75
2271472,2329664.6875
2271473,872771.844702381
2271476,164405
2271477,164405
2271479,229620
2271483,129256.875
2271484,129256.875
2271485,1788281.25
2271488,728272.67125
2271492,134342.5
2271493,134342.5
2271494,134342.5
2271495,134342.5
2271497,125314.166666667
2271498,133930
2271530,147600.833333333
2271534,624314.583333333
2271537,652168.333333333
2271539,636475
2271540,688852.083333333
2271544,552805.833333333
2271545,652168.333333333
2271547,624314.583333333
2271549,1715425
2271550,624314.583333333
2271563,820718.125
2271566,690043.75
2271580,687227.083333333
2271582,143792.5
2271585,788468.266785714
2271586,751650
2271589,920986.430119048
2271598,704068.75
2271599,1641737.5
2271604,136402.946428571
2271607,920986.430119048
2271608,690043.75
2271615,751650
2271700,684120.614285714
2271702,740022.67125
2271705,684265.985833333
2271706,231557.5
2271709,130373.75
2271711,130373.75
2271712,130373.75
2271713,130373.75
2271716,248339.95
2271717,128467.5
2271718,568230.833333333
2271719,836282.4825
2271720,637975
2271721,147600.833333333
2271730,133461.25
2271736,129620
2271738,125314.166666667
2271739,125314.166666667
2271741,127581.097916667
2271742,125959.24375
2271743,230473.64578373
2271744,230473.64578373
2271745,121640.671969697
2271746,125959.24375
2271747,125959.24375
2271750,133930
2271752,637875
2271753,687227.083333333
2271754,555318.333333333
2271763,551693.333333333
2271767,475745.833333333
2271768,624314.583333333
2271773,2112072.5
2271774,472993.333333333
2271793,660962.5
2271794,194346.2198796
2271855,194007.4698796
2271861,133079.375
2271863,120123.032291667
2271977,650768.333333333
2271978,650768.333333333
2271983,466107.083333333
2271984,87453.5833333333
2271987,807572.452202381
2271988,536087.5
2271989,571770.614285714
2271992,760143.75
2271999,858365.815833333
2272001,143075.625
2272004,126920.625
2272016,857990.815833333
2272017,760143.75
2272018,654168.75
2272022,636968.333333333
2272025,806069.9825
2272031,2365227.1875
2272034,323549.583333333
2272037,753618.75
2272042,189395.45203373
2272048,133930
2272073,1605343.75
2272074,613530.729166667
2272075,613530.729166667
2272103,140605
2272105,650702.45
2272106,650702.45
2272107,650702.45
2272131,395327.916666667
2272132,551993.333333333
2272133,137027.946428571
2272134,551993.333333333
2272136,555318.333333333
2272145,110965.025
2272146,692237.5
2272175,714191.004583333
2272176,129418.75
2272177,624314.583333333
2272179,115421.25
2272185,1656175
2272186,674321.875
2272187,187702.076352814
2272190,692918.125
2272198,696643.75
2272205,87275.2083333334
2272207,122812.909469697
2272209,683143.75
2272228,670243.75
2272235,743515.985833333
2272237,637975
2272246,471918.333333333
2272252,87275.2083333334
2272285,115421.25
2272287,495945.833333333
2272288,796303.315833333
2272300,647777.083333333
2272307,636475
2272311,97873.225
2272315,106705.4125
2272322,650768.333333333
2272328,650768.333333333
2272332,130147.6125
2272339,495945.833333333
2272341,505845.833333333
2272354,115421.25
2272357,132292.5
2272361,756493.75
2272364,133461.25
2272370,752800
2272371,113956.216666667
2272374,121546.921969697
2272385,118863.75
2272386,490933.333333333
