,id,price_usd
93,2264285,3672502.6890984527
94,2264286,3672502.6890984527
95,2264290,5547632.097939897
96,2264296,17270058.115402438
97,2264298,9943405.651022833
98,2264305,4958045.278110325
99,2264312,20788472.9995672
100,2264318,3919219.0855227057
101,2264320,4347681.315427959
102,2264323,16204949.51715774
103,2264376,16204949.51715774
104,2264474,12138266.820367118
105,2264479,4595144.76044314
106,2264482,7929224.78370942
107,2264491,5090743.154780118
108,2264514,4591570.468919515
109,2264518,7158035.694128317
110,2264525,5089099.876837614
111,2264537,9806040.800888171
112,2264545,4996996.322700895
113,2264549,5049196.762345636
114,2264569,5798816.977036342
115,2264570,5899660.694392657
116,2264571,5798819.22587844
117,2264572,5899662.943234755
118,2264573,6000504.411748971
119,2264574,8027470.802815214
120,2264575,3840977.865045025
121,2264576,5899660.627136509
122,2264577,6000504.344492823
123,2264578,8219070.619954101
124,2264589,17438631.337387517
125,2264598,6266111.35898457
126,2264600,6229494.3855113825
127,2264603,6275218.891819017
128,2264604,6295360.687727821
129,2264607,6229494.318255235
130,2264610,6229494.318255235
131,2264617,5056332.675449197
132,2264618,5279300.887809416
133,2264619,6128940.4299561605
134,2264629,5120665.203661865
135,2264633,8541186.614202574
136,2264637,10841765.637540236
137,2264686,15145596.286320303
138,2264690,5328282.495820669
139,2264695,5813298.190014646
140,2264699,6221210.416064746
141,2264702,4091745.9075388387
142,2264709,5061571.8485229155
143,2264714,5307026.1343214875
144,2264717,3830437.6504454194
145,2264718,4838784.570490829
146,2264723,9621616.720409473
147,2264731,6338421.828246642
148,2264732,32180570.160651408
149,2264733,17628448.720532525
150,2264734,16703198.782331787
151,2264735,5940857.611115122
152,2264736,31797399.213205297
153,2264737,14555183.132472647
154,2264744,31797399.213205297
155,2264745,12005745.700741803
156,2264747,31797399.213205297
157,2264756,3750713.5887993574
158,2264763,6130547.082483716
159,2264770,2861743.87514911
160,2264773,9773800.30266644
161,2264774,9773800.369922588
162,2264780,14887838.365045264
163,2264785,6776269.60261933
164,2264795,7068138.630111499
165,2264796,6957310.703082607
166,2264798,14901298.274640359
167,2264799,13297103.066784054
168,2264800,4548969.350242306
169,2264801,7740524.278401384
170,2264807,8659576.20589363
171,2264808,5615229.249415118
172,2264811,19150489.611536324
173,2264812,9043540.878767462
174,2264813,5075382.830281185
175,2264818,9135193.23637957
176,2264835,11364371.76426187
177,2264838,5025997.02999984
178,2264847,17055674.447693795
179,2264851,8715476.958988331
180,2264878,3053260.9295127853
181,2264880,5076151.523376631
182,2264888,4952039.451193768
183,2264890,2094760.0040876656
184,2264893,6376941.195406782
185,2264896,5947064.952642844
186,2264920,6346683.340032273
187,2264924,5611908.426652977
188,2264925,5164097.500977828
189,2264927,13196852.60030372
190,2264929,6936467.419536631
191,2264940,3984929.626170239
192,2264943,3372023.10367147
193,2264946,2905763.996903473
194,2264952,23299450.523199186
195,2264960,2427303.466681965
196,2264970,13262485.782304782
197,2264971,3896739.7039506314
198,2264975,2888302.6000807346
199,2264976,5279603.435405148
200,2264981,2696620.9601085335
201,2264986,27426371.70523124
202,2264989,7478838.699193652
203,2264992,27722294.682457432
204,2264994,5164971.767355764
205,2264997,6958188.081844384
206,2265009,16116073.141260497
207,2265015,3378566.6719225394
208,2265019,30258065.01971657
209,2265023,15153523.191072216
210,2265028,3518823.657562242
211,2265029,10796044.269905195
212,2265031,5053233.472195879
213,2265038,5047257.114941495
214,2265045,39390612.76175597
215,2265046,8548269.684269011
216,2265055,17806362.4293841
217,2265057,14937316.281662373
218,2265059,10546550.967202976
219,2265060,6231224.414192688
220,2265063,8434654.35899326
221,2265085,6581221.1434164
222,2265086,6657393.444725555
223,2265087,6641083.198049521
224,2265097,5136898.1214956
225,2265098,4957872.556321654
226,2265133,5058854.665987731
227,2265145,5076464.559667689
228,2265155,5053100.755634779
229,2265180,3991974.5205546594
230,2265183,6521090.77156135
231,2265192,4770868.179265692
232,2265193,5076343.644559736
233,2265194,5044765.1886504525
234,2265195,5150827.675000923
235,2265196,5123783.007512263
236,2265220,5038497.922954309
237,2265226,4993274.234133819
238,2265230,47423728.78336142
239,2265232,6439334.077042287
240,2265236,13396737.855502978
241,2265246,2731373.8240872123
242,2265257,5002271.639556136
243,2265258,7437164.976416641
244,2265259,5012230.07314944
245,2265263,4974202.805884672
246,2265267,4991372.645846554
247,2265270,5031346.381942056
248,2265513,7859499.870739338
249,2265537,44609487.09866804
250,2265542,9673278.141458081
251,2265545,22269689.206230033
252,2265547,5018180.477260219
253,2265549,4935072.713405878
254,2265551,24211445.728517126
255,2265552,5159730.88481896
256,2265553,5146349.298084883
257,2265554,5132967.711350806
258,2265555,5058887.168275012
259,2265556,5041081.315042513
260,2265557,5060987.740216658
261,2265558,5034224.566748505
262,2265559,6390821.910953591
263,2265560,6356507.163647464
264,2265561,6343125.644169534
265,2265562,6346183.7034799615
266,2265563,8128741.907571435
267,2265564,8056766.765851242
268,2265565,8094851.83084962
269,2265566,8089801.665363046
270,2265567,8167364.906068125
271,2265568,8218684.017823802
272,2265569,8190645.381906995
273,2265570,5091143.880103581
274,2265571,5091143.880103581
275,2265572,5103056.389361429
276,2265573,5027718.778574775
277,2265574,5032253.25950587
278,2265599,21680659.891419683
279,2265603,5020998.390484454
280,2265606,3329777.6962691396
281,2265607,5492331.79466043
282,2265610,7986969.015850251
283,2265611,3066280.702584094
284,2265613,4990462.903554169
285,2265614,7231868.870127542
286,2265626,7703860.865826655
287,2265630,6496151.383198343
288,2265631,10147887.785735412
289,2265632,3198109.6032308126
290,2265636,19230568.198670328
291,2265638,4546923.960685065
292,2265639,6536781.4007714605
293,2265642,4750251.116228256
294,2265670,5413741.767092522
295,2265671,3404505.7047720426
296,2265672,4157398.1613764926
297,2265674,24188999.785810787
298,2265675,11398088.705768256
299,2265676,6227678.4769723555
300,2265677,5133177.576110646
301,2265678,3454558.1824586457
302,2265681,5424311.557209542
303,2265683,6584659.379785207
304,2265684,6779612.944797406
305,2265685,5825377.264790095
306,2265687,8320273.232891792
307,2265688,4449712.89281312
308,2265689,4449712.89281312
309,2265690,7189069.849167502
310,2265691,4404713.334160578
311,2265692,4393629.4962452045
312,2265693,4420793.5414213175
313,2265694,4420793.5414213175
314,2265695,4414102.815310427
315,2265696,4451561.396869286
316,2265697,4649244.148789733
317,2265698,4635862.562055656
318,2265699,4629171.835944765
319,2265700,4632028.162782915
320,2265701,4411206.739574822
321,2265702,4692640.381814896
322,2265703,4685840.88557688
323,2265704,4679150.092209841
324,2265705,4613912.34809747
325,2265706,4580838.701725895
326,2265707,4574147.908358856
327,2265708,41931662.41639287
328,2265710,9856911.88476759
329,2265711,6069250.0609852765
330,2265712,6115346.853939244
331,2265719,13448777.355807878
332,2265721,5756423.226523683
333,2265729,8506554.949603217
334,2265733,5885424.501156642
335,2265734,4480509.892774925
336,2265755,7595968.085075131
337,2265756,6667545.931069252
338,2265757,6555853.021107376
339,2265758,8958216.685783906
340,2265767,3342350.7154981983
341,2265768,3421582.1146596917
342,2265779,4942891.753018164
343,2265780,6999609.15582363
344,2265781,7035086.953702193
345,2265784,12740450.573524686
346,2265785,9625896.925068086
347,2265786,19278699.26161728
348,2265787,29493381.26089681
349,2265788,9021391.865183037
350,2265789,10778360.760614073
351,2265790,9204259.93281664
352,2265791,9204259.93281664
353,2265793,15522402.26414166
354,2265794,15522402.331397807
355,2265795,15446433.166234493
356,2265798,15530228.309440555
357,2265799,15552487.955968209
358,2265800,15543058.215428447
359,2265801,15463832.035947401
360,2265804,4442712.4663228905
361,2265805,4431110.903541822
362,2265809,5477717.924729106
363,2265810,4747238.009932141
364,2265813,6463765.387553816
365,2265816,12627634.132337872
366,2265817,4378385.74505489
367,2265818,3940017.869894155
368,2265822,23224431.810209915
369,2265824,40443511.70385997
370,2265830,3016243.8864177126
371,2265831,6435250.615549729
372,2265833,8526537.61409589
373,2265834,8552102.057429446
374,2265851,25882398.807417594
375,2265853,4910429.52292901
376,2265857,2619946.0530736563
377,2265868,9242823.312807564
378,2265869,5070860.223501744
379,2265870,6567593.53853065
380,2265871,6622925.028779673
381,2265872,6583523.303347912
382,2265873,6535567.909245144
383,2265874,6622925.028779673
384,2265876,4651533.742168824
385,2265877,5458287.972204607
386,2265879,4934818.643492572
387,2265881,2449084.448980789
388,2265886,9915288.795226885
389,2265887,14464671.929145845
390,2265888,6833597.688132451
391,2265889,2664116.5575610856
392,2265926,8021798.657099494
393,2265927,4514928.770248102
394,2265928,4528310.356982178
395,2265929,4504619.624080339
396,2265930,4580238.687016552
397,2265931,3666415.8146955594
398,2265932,8346135.777087411
399,2265933,32315548.572799265
400,2265934,34789963.244744614
401,2265936,4050119.8148100255
402,2265937,4019258.1814097846
403,2265938,3970505.9717070665
404,2265946,2761939.3980261334
405,2265954,13068213.004924761
406,2265955,3268114.308159726
407,2265957,15370192.955918206
408,2265959,41760611.28495262
409,2265963,45539088.54322532
410,2265964,4612006.538034422
411,2265966,5157473.016339373
412,2265967,5149105.997362889
413,2265968,5067910.122230101
414,2265974,4194943.152343911
415,2265978,54190694.42050291
416,2265980,6342584.428800813
417,2265981,46516630.505022086
418,2265982,31220310.9026469
419,2265983,12792918.908401744
420,2265984,5111687.192518452
421,2265988,6852278.478957871
422,2265989,5747197.505924025
423,2265991,11721658.261882974
424,2266020,4458595.092047024
425,2266031,5030135.9006282035
426,2266032,10304416.38775343
427,2266064,8086874.667504371
428,2266079,5169450.93537319
429,2266080,5169450.93537319
430,2266083,5246682.353387491
431,2266084,5246682.353387491
432,2266102,5161458.279155367
433,2266105,5220873.290578726
434,2266106,5266106.203777561
435,2266109,5091354.821921789
436,2266110,5094955.301432872
437,2266113,5092843.69963723
438,2266114,5138076.612836065
439,2266117,5238502.007597328
440,2266118,5238501.94034118
441,2266121,8313341.63598755
442,2266156,10720646.890723918
443,2266158,13288556.069769247
444,2266159,2941712.852572174
445,2266171,5134838.17467542
446,2266172,5150859.8477829555
447,2266177,5087329.05526531
448,2266178,5071307.449413922
449,2266179,5087329.122521457
450,2266180,5071307.382157775
451,2266189,18261539.436716165
452,2266190,18232328.12936872
453,2266244,5157760.385865957
454,2266245,5157760.453122104
455,2266254,5085500.720524063
456,2266255,5085500.720524063
457,2266258,5256659.03890302
458,2266259,5256659.03890302
459,2266260,52056782.439849466
460,2266261,52086932.0231623
461,2266262,5254096.779223385
462,2266263,5297474.042687911
463,2266277,5201723.460602515
464,2266278,5165341.514200271
465,2266279,5165341.581456419
466,2266284,5157758.0557872895
467,2266285,5186969.295878589
468,2266294,5139698.282535091
469,2266297,5233460.184228537
470,2266316,5149949.633436504
471,2266317,5149949.633436504
472,2266320,8112998.70809995
473,2266321,8156650.806362282
474,2266322,5063870.447106305
475,2266323,5063870.447106305
476,2266334,33503639.10396352
477,2266335,33503639.10396352
478,2266342,48404981.57014038
479,2266348,131246616.81165557
480,2266352,5064687.05998027
481,2266353,5115753.853387501
482,2266356,5155368.233109943
483,2266357,5155368.233109943
484,2266366,5216089.742820563
485,2266367,5163704.209151235
486,2266373,16903899.385499425
487,2266374,16903899.385499425
488,2266378,16767350.0917769
489,2266444,5076178.349764822
490,2266446,5160041.91180974
491,2266447,71690640.59044991
492,2266449,5251886.3607563
493,2266452,5115396.197577706
494,2266454,5224135.610334177
495,2266455,10446618.28454518
496,2266467,5039400.310955895
497,2266469,5132279.141860198
498,2266477,5146949.68866137
499,2266478,5182092.889276537
500,2266481,5247435.148113519
501,2266483,5242650.580666319
502,2266485,5253903.324699394
503,2266486,5079147.582219348
504,2266487,5079147.649475496
505,2266489,5118225.092201484
506,2266503,5213334.399486099
507,2266519,5149196.219625732
508,2266523,5151303.831898897
509,2266527,4965706.602747203
510,2266530,5238701.712706523
511,2266532,5166920.473346319
512,2266533,5322856.612909586
513,2266534,5282775.115606802
514,2266562,5115384.282605898
515,2266563,5100043.465912246
516,2266569,5211448.666080003
517,2266570,5146547.3594674235
518,2266571,5243401.296065119
519,2266572,5117786.461356186
520,2266574,5266952.897634561
521,2266587,6288628.82126338
522,2266597,19670128.615598246
523,2266599,4986970.53677894
524,2266602,5263713.8504582355
525,2266603,5272939.706599614
526,2266604,5225346.778232218
527,2266605,5208691.738404959
528,2266654,5146414.385076614
529,2266658,5067970.339111148
530,2266664,5211423.194710136
531,2266673,5112660.949036768
532,2266688,5228436.994007602
533,2266699,5191198.841620782
534,2266700,5112157.880712858
535,2266701,5177166.277415976
536,2266702,5221945.811163668
537,2266710,16162494.804841533
538,2266712,3745971.32468904
539,2266717,3802080.311952289
540,2266722,3846601.3196174004
541,2266723,5018607.003262147
542,2266729,5069600.86128937
543,2266730,5001650.462800727
544,2266731,5001650.597313022
545,2266732,5071083.249797935
546,2266733,5018209.774534675
547,2266734,5065295.463076159
548,2266735,5017473.317478584
549,2266736,5017473.317478584
550,2266737,5025257.599299112
551,2266739,5017473.317478584
552,2266740,5049058.168401419
553,2266741,5017253.0968502425
554,2266742,5058986.650470206
555,2266743,5015533.380019626
556,2266744,3812914.838098614
557,2266748,7335031.216763607
558,2266749,22203003.2310579
559,2266775,6826370.712690114
560,2266781,20672446.669986285
561,2266783,6819896.159787766
562,2266784,6846522.528180818
563,2266793,10107475.671711322
564,2266795,5020693.32376638
565,2266802,21138979.74357537
566,2266805,21104232.289913673
567,2266816,15647103.715704925
568,2266826,3430230.361818243
569,2266835,14894293.893947141
570,2266836,10239485.917027855
571,2266838,3430770.244251412
572,2266839,7326194.691753586
573,2266845,9185941.379243853
574,2266848,6936834.51528382
575,2266851,8939886.100117525
576,2266856,8657147.912383115
577,2266857,4594373.3570989845
578,2266863,5145933.060954307
579,2266865,15453432.184862468
580,2266888,2446533.9942655363
581,2266889,3121067.772221668
582,2266893,14449704.689908037
583,2266898,23023185.428364474
584,2266918,3740746.7854688587
585,2266924,22948840.320423402
586,2266945,6837792.081744989
587,2266947,9469802.38397958
588,2267013,2794725.0560628637
589,2267025,22482034.63893983
590,2267031,2779774.9580607675
591,2267032,2779774.9580607675
592,2267033,2782978.9044990055
593,2267034,2727743.725174967
594,2267049,6727166.434466838
595,2267051,6744202.079015712
596,2267067,4410550.412115225
597,2267073,9726045.87884773
598,2267074,4062621.0186404046
599,2267075,5022020.407164452
600,2267076,34470475.4574429
601,2267086,5228107.610747306
602,2267097,8127368.751239359
603,2267100,5412046.878178279
604,2267105,3727916.30003215
605,2267108,3042499.3663068516
606,2267109,2875338.7828862257
607,2267129,5161391.636814628
608,2267140,7227966.373552299
609,2267141,7429653.806640197
610,2267142,7246244.136987942
611,2267143,7626574.013036818
612,2267144,7637491.199659872
613,2267145,7665418.462082696
614,2267146,7667140.020012369
615,2267147,18382005.38354608
616,2267148,2922274.584330597
617,2267149,2909290.6477376986
618,2267156,104531603.49976943
619,2267168,5149947.216434707
620,2267169,4001066.01885894
621,2267178,28305545.291876446
622,2267180,14929804.277648246
623,2267181,7151640.941878282
624,2267185,16160942.094960645
625,2267198,5001430.142210834
626,2267200,5032048.503946863
627,2267207,5070364.179948761
628,2267210,5018009.408695217
629,2267213,4990698.835114512
630,2267217,5159026.780601981
631,2267222,5000544.1682461975
632,2267229,15882929.082172584
633,2267237,5230267.008878855
634,2267238,6263006.03517138
635,2267239,10120778.3304328
636,2267251,5091336.916341475
637,2267255,5078747.252624803
638,2267257,6290535.498144739
639,2267259,8609033.016646396
640,2267260,6242589.659516187
641,2267261,4542391.298773852
642,2267262,5512560.518487114
643,2267264,5325652.855637563
644,2267302,21634980.262775574
645,2267306,3982558.327309852
646,2267307,15040399.83407459
647,2267308,8590737.397799328
648,2267311,21841520.545827966
649,2267312,11609293.016218543
650,2267315,8524542.254776768
651,2267316,11612386.074084545
652,2267318,3308549.095876786
653,2267319,8093784.982349828
654,2267321,5590798.340617048
655,2267323,5489698.611076666
656,2267324,5476576.930209929
657,2267325,5537337.984219636
658,2267326,4249141.024347733
659,2267332,35260332.41154403
660,2267333,30492863.915474754
661,2267334,4104319.7500138353
662,2267336,4173777.2792168134
663,2267337,4117106.2030849983
664,2267338,9900482.22755391
665,2267339,14162900.682043668
666,2267341,2119263.509695282
667,2267342,3966919.457132407
668,2267344,5073902.442695844
669,2267345,16176688.926437099
670,2267348,43504007.221927695
671,2267349,12239826.370985605
672,2267350,23729248.482265167
673,2267365,12955238.644880755
674,2267366,7321285.256694483
675,2267367,8798041.578593655
676,2267371,14608479.685035782
677,2267372,15883886.694228336
678,2267373,13544431.096017702
679,2267376,5100459.922361393
680,2267386,4182841.5846256292
681,2267475,3955340.7343465453
682,2267480,3262166.4581485675
683,2267487,33272346.154449977
684,2267488,5191574.177941436
685,2267489,8337184.5811152905
686,2267504,10602003.406431632
687,2267515,3873290.245867628
688,2267516,5605532.125936326
689,2267517,5249259.04353944
690,2267518,7876931.202043317
691,2267519,7888505.81466894
692,2267520,6768190.257345176
693,2267521,6565962.875598867
694,2267522,6897768.040431562
695,2267523,6248453.61599148
696,2267524,7061154.790656294
697,2267525,6657779.917981573
698,2267527,120917262.46130094
699,2267528,3059291.472915631
700,2267529,8552078.26945891
701,2267530,36294183.88980244
702,2267533,4765800.963800886
703,2267544,8113738.826224098
704,2267546,4308063.937681609
705,2267547,5518998.900933885
706,2267551,8569916.844965708
707,2267552,15195837.470320143
708,2267602,13049639.33075276
709,2267603,8714264.015829949
710,2267605,3960599.3774719276
711,2267608,5650490.3672800055
712,2267609,9538257.908643868
713,2267612,5082545.59649626
714,2267614,5048464.081167974
715,2267621,4943433.114209939
716,2267623,13855696.899938064
717,2267624,42730007.224882536
718,2267627,5042570.3566645635
719,2267628,5057258.321576901
720,2267629,16153321.121545104
721,2267632,65449127.323021725
722,2267633,4980692.586176935
723,2267634,5064525.680985162
724,2267635,5064525.680985162
725,2267636,5064525.680985162
726,2267637,26596007.227869526
727,2267638,26275182.53075021
728,2267646,5135934.6269605765
729,2267653,21507534.21733148
730,2267654,4294399.428937284
731,2267657,20726018.57748065
732,2267668,6836352.698327705
733,2267670,22912566.019733965
734,2267671,40509044.062645644
735,2267672,15196413.356503597
736,2267673,17516442.28334962
737,2267674,9276682.804819562
738,2267675,4933002.685680714
739,2267677,18695497.737601
740,2267693,14439798.866283119
741,2267694,31139664.977512836
742,2267696,15889048.544773212
743,2267705,3208563.3370163883
744,2267711,6092763.119792691
745,2267712,3971782.1732684537
746,2267731,5560670.649646425
747,2267792,21365059.096018918
748,2267800,20217872.84651144
749,2267821,56724396.465405084
750,2267839,5120990.811326995
751,2267840,5113495.9881055
752,2267900,5027024.801364997
753,2267908,4955006.783979992
754,2267928,7663392.740590111
755,2267932,4050746.9134802776
756,2267934,4047136.5578727005
757,2267936,4931618.725400194
758,2267943,5029158.232581751
759,2267946,5521779.48465249
760,2267947,2473738.731996098
761,2267951,4992503.372456481
762,2267953,5589251.804833594
763,2267958,8586663.175810065
764,2267960,5496942.354097074
765,2267964,5082923.346512738
766,2267978,5902393.106503465
767,2267981,64353687.340432
768,2267982,8130651.640059038
769,2267985,5029710.062227014
770,2267994,11075171.535246184
771,2268002,11656295.358256876
772,2268003,9560753.554114744
773,2268005,5127819.936302256
774,2268029,25466716.353509076
775,2268036,11505444.747196736
776,2268045,25427202.571392037
777,2268050,5517161.949150401
778,2268051,6459827.635909174
779,2268052,30291101.905167714
780,2268053,3504986.1235735007
781,2268055,7702464.437499756
782,2268059,5020030.324508472
783,2268091,4527043.801932795
784,2268145,2356259.1525242818
785,2268150,4878437.163037757
786,2268158,22084804.18547386
787,2268159,36415085.20868577
788,2268160,7179499.911497959
789,2268161,5155634.558077371
790,2268170,4934908.383602125
791,2268189,4943606.970447703
792,2268193,5089541.191556288
793,2268201,4938816.099033863
794,2268204,4963723.47395892
795,2268208,4966090.573372548
796,2268218,5010918.482614087
797,2268221,4951802.786708647
798,2268224,5036697.710230889
799,2268227,4927482.940454664
800,2268231,4982583.8033069875
801,2268234,4965369.820182921
802,2268237,5091741.820484334
803,2268240,5053754.608115965
804,2268244,4984598.062478461
805,2268248,5055402.723746391
806,2268254,4949719.522090214
807,2268267,4924405.972174677
808,2268270,4958491.140911516
809,2268273,5042109.021742286
810,2268284,4997403.707025512
811,2268286,5003958.998310818
812,2268294,4993129.865211644
813,2268295,2662843.735750368
814,2268297,4993129.865211644
815,2268300,4972160.238909516
816,2268301,8109763.164445047
817,2268303,4960558.682457168
818,2268305,4965870.204150833
819,2268307,5008661.709166231
820,2268309,7807232.003440083
821,2268312,10570276.013359867
822,2268315,5381069.575261519
823,2268317,5077670.233807682
824,2268318,12439976.765683908
825,2268325,4979211.839293237
826,2268327,33770734.47531714
827,2268329,4979352.001637583
828,2268332,5034692.500285957
829,2268333,9514017.144768905
830,2268338,4985291.387170927
831,2268340,4998584.798331722
832,2268343,5071983.498153405
833,2268345,4962706.785592457
834,2268347,5033402.122737549
835,2268351,5010918.525499263
836,2268355,5042641.0092700785
837,2268357,5010918.484880978
838,2268359,5042571.456228118
839,2268367,5049481.368698059
840,2268372,5041594.131206104
841,2268374,4958709.593351362
842,2268376,5004300.4636573065
843,2268381,4951480.655164759
844,2268386,4905317.725774652
845,2268390,4983520.931848739
846,2268392,4923375.3567987075
847,2268395,4985253.60169186
848,2268399,5009138.870093567
849,2268406,4961923.024635558
850,2268408,5050948.918245609
851,2268413,5142099.649890624
852,2268419,5092997.707210435
853,2268425,5124581.957048379
854,2268429,5015143.648380454
855,2268432,5053123.269061951
856,2268437,4986635.120214924
857,2268439,4951480.547290327
858,2268441,5011708.757974258
859,2268449,4934908.3486704
860,2268453,4935599.947111743
861,2268455,4981811.602064427
862,2268474,4967625.683799726
863,2268475,4992313.4182399735
864,2268479,5014795.731298678
865,2268483,4967625.533512073
866,2268485,4966111.79772489
867,2268491,5041155.912889062
868,2268497,5051190.190901323
869,2268505,4967625.543260461
870,2268508,4984931.880943628
871,2268511,5033044.931397724
872,2268517,5011355.448794542
873,2268519,5011355.448794542
874,2268521,5045062.728682215
875,2268529,5022957.001014857
876,2268531,4930245.629452947
877,2268533,5035885.057470076
878,2268535,4919703.140094584
879,2268537,5076910.155772553
880,2268541,4999347.99047482
881,2268543,5054681.743376158
882,2268545,5054681.743376158
883,2268546,5045440.612875725
884,2268548,5022957.291841776
885,2268550,5033044.833913841
886,2268553,4999210.368187593
887,2268567,5075976.706058696
888,2268569,5041521.7209034655
889,2268573,4942886.225381732
890,2268582,4981707.563237031
891,2268587,4981707.360145607
892,2268591,4961937.4455475155
893,2268593,4967960.247869006
894,2268597,4935033.384036022
895,2268599,4957872.4915026035
896,2268601,4957872.566882407
897,2268603,4957872.566882407
898,2268605,4957872.49962626
899,2268607,4957872.49962626
900,2268609,4957872.566882407
901,2268612,4957872.49962626
902,2268614,4968753.260294445
903,2268616,4980354.7281989325
904,2268622,4957871.375312516
905,2268624,4957871.096841287
906,2268626,4955505.0961303525
907,2268628,4955505.269164246
908,2268629,4955505.269164246
909,2268631,5192166.133631356
910,2268635,4973584.7719903765
911,2268640,4932261.579419475
912,2268642,4932261.605585382
913,2268650,4957515.5973439505
914,2268652,5078082.579307044
915,2268656,5090882.697056327
916,2268662,5032248.2359543815
917,2268664,4980354.768004851
918,2268666,4980354.768004851
919,2268668,4957871.087092899
920,2268670,4942886.178264522
921,2268676,5035152.888914808
922,2268684,4954175.215002713
923,2268690,4964767.63658158
924,2268692,4984691.788472142
925,2268696,5020842.031017868
926,2268698,4942886.172577962
927,2268700,4957391.858343395
928,2268702,4954098.034841926
929,2268704,5022076.637047738
930,2268706,4976658.705821093
931,2268708,4957556.188317355
932,2268710,5003200.032553324
933,2268712,5003199.9652971765
934,2268714,5003200.064235586
935,2268716,5029556.622294684
936,2268717,5045005.581191356
937,2268719,5051390.877649783
938,2268722,5051390.944905931
939,2268724,5012602.081051686
940,2268735,4925618.121909391
941,2268737,4956311.297977547
942,2268739,4981707.307512043
943,2268741,5176843.3655181555
944,2268749,5028836.141615248
945,2268751,4943592.664667984
946,2268754,5013765.833186706
947,2268756,5012258.2470086105
948,2268763,4931819.426946587
949,2268765,4972444.409937968
950,2268769,4962154.780207577
951,2268771,4957871.283685397
952,2268779,4981707.284765803
953,2268783,5038853.308559552
954,2268785,5077108.210910704
955,2268787,13679700.129811876
956,2268789,4982583.852219134
957,2268797,4979112.850886249
958,2268801,4950133.880561413
959,2268803,4962218.810118192
960,2268807,5009337.901298492
961,2268809,5009337.902923224
962,2268815,4958789.996253432
963,2268836,5009904.8105335375
964,2268838,5006685.638616583
965,2268842,4981707.54989877
966,2268852,5026387.413320248
967,2268873,4968494.660880691
968,2268889,4981707.29353162
969,2268892,4988131.911952847
970,2268895,4934427.661566827
971,2268897,5025656.18132802
972,2268905,4931614.569849043
973,2268908,4885209.428425102
974,2268912,4953768.249448401
975,2268919,5040152.891351483
976,2268925,4965881.078009053
977,2268935,4963883.433716292
978,2268947,5009337.751823204
979,2268951,4972160.396726999
980,2268975,4972160.329942807
981,2268977,4972160.238315688
982,2268983,4994643.738070091
983,2268997,5009138.986091656
984,2269000,4968759.424653951
985,2269002,4972160.1361278165
986,2269005,5008922.291115678
987,2269007,5003370.602816986
988,2269009,5010918.640855192
989,2269017,5006201.4728290485
990,2269023,4987717.959818157
